00AG               20181002                                                                                   
0601AGA5Y       20190101002000100000050000 0500000000001730   
0601AGA5Y       20190101002050100000050000 0500000000001760   
0601AGA5Y       20190101002100100000050000 0500000000001800   
0601AGA5Y       20190101002150100000050000 0500000000001830   
0601AGA5Y       20190101002200100000050000 0500000000001870   
0601AGA5Y       20190101002250100000050000 0500000000001900   
0601AGA5Y       20190101002300100000050000 0500000000001930   
0601AGA5Y       20190101002350100000050000 0500000000001960   
0601AGA5Y       20190101002400100000050000 0500000000001990   
0601AGA5Y       20190101002450100000050000 0500000000002020   
0601AGA5Y       20190101002500100000050000 0500000000002050   
0601AGA5Y       20190101002550100000050000 0500000000002070   
0601AGA5Y       20190101002600100000050000 0500000000002100   
0601AGA5Y       20190101002650100000050000 0500000000002120   
0601AGA5Y       20190101002700100000050000 0500000000002140   
0601AGA5Y       20190101002750100000050000 0500000000002170   
0601AGA5Y       20190101002800100000050000 0500000000002190   
0601AGA5Y       20190101002850100000050000 0500000000002210   
0601AGA5Y       20190101002900100000050000 0500000000002230   
0601AGA5Y       20190101002950100000050000 0500000000002250   
0601AGA5Y       20190101003000100000500000 0500000000002340   
0601AGA5Y       20190101003500100000500000 0500000000002490   
0601AGA5Y       20190101004000100000500000 0500000000002600   
0601AGA5Y       20190101004500100000500000 0500000000002690   
0601AGA5Y       20190101005000100000500000 0500000000002770   
0601AGA5Y       20190101005500100000500000 0500000000002830   
0601AGA5Y       20190101006000100000500000 0500000000002880   
0601AGA5Y       20190101006500100000500000 0500000000002930   
0601AGA5Y       20190101007000100000500000 0500000000002970   
0601AGA5Y       20190101007500100000500000 0500000000002990   
0601AGA5Y       20190101008000100000500000 0500000000003020   
0601AGA5Y       20190101008500100000500000 0500000000003030   
0601AGA5Y       20190101009000100000500000 0500000000003050   
0601AGA5Y       20190101009500100000500000 0500000000003060   
0601AGA6Y       20190101000000100000025000 0600000020000000   
0601AGA6Y       20190101000025100000005000 0600000020000000   
0601AGA6Y       20190101000030100000005000 0600000020000000   
0601AGA6Y       20190101000035100000005000 0600000020000000   
0601AGA6Y       20190101000040100000005000 0600000020000000   
0601AGA6Y       20190101000045100000005000 0600000020000000   
0601AGA6Y       20190101000050100000005000 0600000020000000   
0601AGA6Y       20190101000055100000005000 0600000020000000   
0601AGA6Y       20190101000060100000005000 0600000020000000   
0601AGA6Y       20190101000065100000005000 0600000020000000   
0601AGA6Y       20190101000070100000005000 0600000020000000   
0601AGA6Y       20190101000075100000005000 0600000020000000   
0601AGA6Y       20190101000080100000005000 0600000020000000   
0601AGA6Y       20190101000085100000005000 0600000020000000   
0601AGA6Y       20190101000090100000005000 0600000020000000   
0601AGA6Y       20190101000095100000005000 0600000020000000   
0601AGA6Y       20190101000100100000005000 0600000020000000   
0601AGA6Y       20190101000105100000005000 0600000020000000   
0601AGA6Y       20190101000110100000005000 0600000020000000   
0601AGA6Y       20190101000115100000005000 0600000020000000   
0601AGA6Y       20190101000120100000005000 0600000020000000   
0601AGA6Y       20190101000125100000005000 0600000020000000   
0601AGA6Y       20190101000130100000005000 0600000020000000   
0601AGA6Y       20190101000135100000005000 0600000020000000   
0601AGA6Y       20190101000140100000005000 0600000020000000   
0601AGA6Y       20190101000145100000005000 0600000020000000   
0601AGA6Y       20190101000150100000005000 0600000020000000   
0601AGA6Y       20190101000155100000005000 0600000020000000   
0601AGA6Y       20190101000160100000005000 0600000020000000   
0601AGA6Y       20190101000165100000005000 0600000020000000   
0601AGA6Y       20190101000170100000005000 0600000020000000   
0601AGA6Y       20190101000175100000005000 0600000020000000   
0601AGA6Y       20190101000180100000005000 0600000020000000   
0601AGA6Y       20190101000185100000005000 0600000020000000   
0601AGA6Y       20190101000190100000005000 0600000020000000   
0601AGA6Y       20190101000195100000005000 0600000020000000   
0601AGA6Y       20190101000200100000005000 0600000020000000   
0601AGA6Y       20190101000205100000005000 0600000020000000   
0601AGA6Y       20190101000210100000005000 0600000020000000   
0601AGA6Y       20190101000215100000005000 0600000020000000   
0601AGA6Y       20190101000220100000005000 0600000020000000   
0601AGA6Y       20190101000225100000005000 0600000020000000   
0601AGA6Y       20190101000230100000005000 0600000020000000   
0601AGA6Y       20190101000235100000005000 0600000020000000   
0601AGA6Y       20190101000240100000005000 0600000020000000   
0601AGA6Y       20190101000245100000005000 0600000020000000   
0601AGA6Y       20190101000250100000005000 0600000020000000   
0601AGA6Y       20190101000255100000005000 0600000020000000   
0601AGA6Y       20190101000260100000005000 0600000020000000   
0601AGA6Y       20190101000265100000005000 0600000020000000   
0601AGA6Y       20190101000270100000005000 0600000020000000   
0601AGA6Y       20190101000275100000005000 0600000020000000   
0601AGA6Y       20190101000280100000005000 0600000020000000   
0601AGA6Y       20190101000285100000005000 0600000020000000   
0601AGA6Y       20190101000290100000005000 0600000020000000   
0601AGA6Y       20190101000295100000005000 0600000020000000   
0601AGA6Y       20190101000300100000005000 0600000030000010   
0601AGA6Y       20190101000305100000005000 0600000030000010   
0601AGA6Y       20190101000310100000005000 0600000030000010   
0601AGA6Y       20190101000315100000005000 0600000030000010   
0601AGA6Y       20190101000320100000005000 0600000030000010   
0601AGA6Y       20190101000325100000005000 0600000030000010   
0601AGA6Y       20190101000330100000005000 0600000030000010   
0601AGA6Y       20190101000335100000005000 0600000030000010   
0601AGA6Y       20190101000340100000005000 0600000030000010   
0601AGA6Y       20190101000345100000005000 0600000030000010   
0601AGA6Y       20190101000350100000005000 0600000030000010   
0601AGA6Y       20190101000355100000005000 0600000030000010   
0601AGA6Y       20190101000360100000005000 0600000030000010   
0601AGA6Y       20190101000365100000005000 0600000030000010   
0601AGA6Y       20190101000370100000005000 0600000030000010   
0601AGA6Y       20190101000375100000005000 0600000030000010   
0601AGA6Y       20190101000380100000005000 0600000030000010   
0601AGA6Y       20190101000385100000005000 0600000030000010   
0601AGA6Y       20190101000390100000005000 0600000030000010   
0601AGA6Y       20190101000395100000005000 0600000030000010   
0601AGA6Y       20190101000400100000005000 0600000040000010   
0601AGA6Y       20190101000405100000005000 0600000040000010   
0601AGA6Y       20190101000410100000005000 0600000040000010   
0601AGA6Y       20190101000415100000005000 0600000040000010   
0601AGA6Y       20190101000420100000005000 0600000040000010   
0601AGA6Y       20190101000425100000005000 0600000040000010   
0601AGA6Y       20190101000430100000005000 0600000040000010   
0601AGA6Y       20190101000435100000005000 0600000040000010   
0601AGA6Y       20190101000440100000005000 0600000040000010   
0601AGA6Y       20190101000445100000005000 0600000040000010   
0601AGA6Y       20190101000450100000005000 0600000040000010   
0601AGA6Y       20190101000455100000005000 0600000040000010   
0601AGA6Y       20190101000460100000005000 0600000040000010   
0601AGA6Y       20190101000465100000005000 0600000040000010   
0601AGA6Y       20190101000470100000005000 0600000040000010   
0601AGA6Y       20190101000475100000005000 0600000040000010   
0601AGA6Y       20190101000480100000005000 0600000040000010   
0601AGA6Y       20190101000485100000005000 0600000040000010   
0601AGA6Y       20190101000490100000005000 0600000040000010   
0601AGA6Y       20190101000495100000005000 0600000040000010   
0601AGA6Y       20190101000500100000005000 0600000050000010   
0601AGA6Y       20190101000505100000005000 0600000050000010   
0601AGA6Y       20190101000510100000005000 0600000050000010   
0601AGA6Y       20190101000515100000005000 0600000050000010   
0601AGA6Y       20190101000520100000005000 0600000050000010   
0601AGA6Y       20190101000525100000005000 0600000050000010   
0601AGA6Y       20190101000530100000005000 0600000050000010   
0601AGA6Y       20190101000535100000005000 0600000050000010   
0601AGA6Y       20190101000540100000005000 0600000050000010   
0601AGA6Y       20190101000545100000005000 0600000050000010   
0601AGA6Y       20190101000550100000005000 0600000050000010   
0601AGA6Y       20190101000555100000005000 0600000050000010   
0601AGA6Y       20190101000560100000005000 0600000050000010   
0601AGA6Y       20190101000565100000005000 0600000050000010   
0601AGA6Y       20190101000570100000005000 0600000050000010   
0601AGA6Y       20190101000575100000005000 0600000050000010   
0601AGA6Y       20190101000580100000005000 0600000050000010   
0601AGA6Y       20190101000585100000005000 0600000050000010   
0601AGA6Y       20190101000590100000005000 0600000050000010   
0601AGA6Y       20190101000595100000005000 0600000050000010   
0601AGA6Y       20190101000600100000005000 0600000060000010   
0601AGA6Y       20190101000605100000005000 0600000060000010   
0601AGA6Y       20190101000610100000005000 0600000060000010   
0601AGA6Y       20190101000615100000005000 0600000060000010   
0601AGA6Y       20190101000620100000005000 0600000060000010   
0601AGA6Y       20190101000625100000005000 0600000060000010   
0601AGA6Y       20190101000630100000005000 0600000060000010   
0601AGA6Y       20190101000635100000005000 0600000060000010   
0601AGA6Y       20190101000640100000005000 0600000060000010   
0601AGA6Y       20190101000645100000005000 0600000060000010   
0601AGA6Y       20190101000650100000005000 0600000060000010   
0601AGA6Y       20190101000655100000005000 0600000060000010   
0601AGA6Y       20190101000660100000005000 0600000060000010   
0601AGA6Y       20190101000665100000005000 0600000060000010   
0601AGA6Y       20190101000670100000005000 0600000130000020   
0601AGA6Y       20190101000675100000005000 0600000130000020   
0601AGA6Y       20190101000680100000005000 0600000200000030   
0601AGA6Y       20190101000685100000005000 0600000200000030   
0601AGA6Y       20190101000690100000005000 0600000200000030   
0601AGA6Y       20190101000695100000005000 0600000270000040   
0601AGA6Y       20190101000700100000005000 0600000280000040   
0601AGA6Y       20190101000705100000005000 0600000280000040   
0601AGA6Y       20190101000710100000005000 0600000350000050   
0601AGA6Y       20190101000715100000005000 0600000350000050   
0601AGA6Y       20190101000720100000005000 0600000720000100   
0601AGA6Y       20190101000725100000005000 0600000720000100   
0601AGA6Y       20190101000730100000005000 0600000800000110   
0601AGA6Y       20190101000735100000005000 0600000810000110   
0601AGA6Y       20190101000740100000005000 0600000890000120   
0601AGA6Y       20190101000745100000005000 0600000970000130   
0601AGA6Y       20190101000750100000005000 0600000970000130   
0601AGA6Y       20190101000755100000005000 0600001060000140   
0601AGA6Y       20190101000760100000005000 0600001140000150   
0601AGA6Y       20190101000765100000005000 0600001300000170   
0601AGA6Y       20190101000770100000005000 0600001310000170   
0601AGA6Y       20190101000775100000005000 0600001390000180   
