00GL               20251204                                                                                   
0601GLC3N       20260101000990100000005000 0300000104000909   
0601GLC3N       20260101000995100000005000 0300000104000913   
0601GLC3N       20260101001000100000005000 0300000104000918   
0601GLC3N       20260101001005100000005000 0300000104000921   
0601GLC3N       20260101001010100000005000 0300000104000925   
0601GLC3N       20260101001015100000005000 0300000104000930   
0601GLC3N       20260101001020100000005000 0300000104000934   
0601GLC3N       20260101001025100000005000 0300000104000937   
0601GLC3N       20260101001030100000005000 0300000104000941   
0601GLC3N       20260101001035100000005000 0300000104000946   
0601GLC3N       20260101001040100000005000 0300000104000950   
0601GLC3N       20260101001045100000005000 0300000104000954   
0601GLC3N       20260101001050100000005000 0300000104000958   
0601GLC3N       20260101001055100000005000 0300000104000962   
0601GLC3N       20260101001060100000005000 0300000104000966   
0601GLC3N       20260101001065100000005000 0300000104000970   
0601GLC3N       20260101001070100000005000 0300000104000973   
0601GLC3N       20260101001075100000005000 0300000104000977   
0601GLC3N       20260101001080100000005000 0300000104000981   
0601GLC3N       20260101001085100000005000 0300000104000985   
0601GLC3N       20260101001090100000005000 0300000104000989   
0601GLC3N       20260101001095100000005000 0300000104000992   
0601GLC3N       20260101001100100000005000 0300000104000996   
0601GLC3N       20260101001105100000005000 0300000104001000   
0601GLC3N       20260101001110100000005000 0300000104001003   
0601GLC3N       20260101001115100000005000 0300000104001007   
0601GLC3N       20260101001120100000005000 0300000104001011   
0601GLC3N       20260101001125100000005000 0300000104001015   
0601GLC3N       20260101001130100000005000 0300000104001018   
0601GLC3N       20260101001135100000005000 0300000104001022   
0601GLC3N       20260101001140100000005000 0300000104001026   
0601GLC3N       20260101001145100000005000 0300000104001030   
0601GLC3N       20260101001150100000005000 0300000104001033   
0601GLC3N       20260101001155100000005000 0300000104001038   
0601GLC3N       20260101001160100000005000 0300000104001041   
0601GLC3N       20260101001165100000005000 0300000104001045   
0601GLC3N       20260101001170100000005000 0300000104001048   
0601GLC3N       20260101001175100000005000 0300000104001051   
0601GLC3N       20260101001180100000005000 0300000104001055   
0601GLC3N       20260101001185100000005000 0300000104001059   
0601GLC3N       20260101001190100000005000 0300000104001062   
0601GLC3N       20260101001195100000005000 0300000104001066   
0601GLC3N       20260101001200100000005000 0300000104001070   
0601GLC3N       20260101001205100000005000 0300000104001073   
0601GLC3N       20260101001210100000005000 0300000104001077   
0601GLC3N       20260101001215100000005000 0300000104001080   
0601GLC3N       20260101001220100000005000 0300000104001084   
0601GLC3N       20260101001225100000005000 0300000104001088   
0601GLC3N       20260101001230100000005000 0300000104001091   
0601GLC3N       20260101001235100000005000 0300000104001096   
0601GLC3N       20260101001240100000005000 0300000104001099   
0601GLC3N       20260101001245100000005000 0300000104001103   
0601GLC3N       20260101001250100000005000 0300000104001107   
0601GLC3N       20260101001255100000005000 0300000104001110   
0601GLC3N       20260101001260100000005000 0300000104001114   
0601GLC3N       20260101001265100000005000 0300000104001118   
0601GLC3N       20260101001270100000005000 0300000104001121   
0601GLC3N       20260101001275100000005000 0300000104001126   
0601GLC3N       20260101001280100000005000 0300000104001129   
0601GLC3N       20260101001285100000005000 0300000104001132   
0601GLC3N       20260101001290100000005000 0300000104001136   
0601GLC3N       20260101001295100000005000 0300000104001140   
0601GLC3N       20260101001300100000005000 0300000104001144   
0601GLC3N       20260101001305100000005000 0300000104001147   
0601GLC3N       20260101001310100000005000 0300000104001151   
0601GLC3N       20260101001315100000005000 0300000104001156   
0601GLC3N       20260101001320100000005000 0300000104001160   
0601GLC3N       20260101001325100000005000 0300000104001163   
0601GLC3N       20260101001330100000005000 0300000104001167   
0601GLC3N       20260101001335100000005000 0300000104001171   
0601GLC3N       20260101001340100000005000 0300000104001175   
0601GLC3N       20260101001345100000005000 0300000104001178   
0601GLC3N       20260101001350100000005000 0300000104001182   
0601GLC3N       20260101001355100000005000 0300000104001186   
0601GLC3N       20260101001360100000005000 0300000104001190   
0601GLC3N       20260101001365100000005000 0300000104001193   
0601GLC3N       20260101001370100000005000 0300000104001198   
0601GLC3N       20260101001375100000005000 0300000104001201   
0601GLC3N       20260101001380100000005000 0300000104001205   
0601GLC3N       20260101001385100000005000 0300000104001209   
0601GLC3N       20260101001390100000005000 0300000104001213   
0601GLC3N       20260101001395100000005000 0300000104001216   
0601GLC3N       20260101001400100000005000 0300000104001221   
0601GLC3N       20260101001405100000005000 0300000104001226   
0601GLC3N       20260101001410100000005000 0300000104001229   
0601GLC3N       20260101001415100000005000 0300000104001233   
0601GLC3N       20260101001420100000005000 0300000104001237   
0601GLC3N       20260101001425100000005000 0300000104001241   
0601GLC3N       20260101001430100000005000 0300000104001245   
0601GLC3N       20260101001435100000005000 0300000104001250   
0601GLC3N       20260101001440100000005000 0300000104001254   
0601GLC3N       20260101001445100000005000 0300000104001258   
0601GLC3N       20260101001450100000005000 0300000104001263   
0601GLC3N       20260101001455100000005000 0300000104001267   
0601GLC3N       20260101001460100000005000 0300000104001271   
0601GLC3N       20260101001465100000005000 0300000104001275   
0601GLC3N       20260101001470100000005000 0300000104001280   
0601GLC3N       20260101001475100000005000 0300000104001284   
0601GLC3N       20260101001480100000005000 0300000104001287   
0601GLC3N       20260101001485100000005000 0300000104001292   
0601GLC3N       20260101001490100000005000 0300000104001296   
0601GLC3N       20260101001495100000005000 0300000104001300   
0601GLC3N       20260101001500100000005000 0300000104001304   
0601GLC3N       20260101001505100000005000 0300000104001309   
0601GLC3N       20260101001510100000005000 0300000104001312   
0601GLC3N       20260101001515100000005000 0300000104001316   
0601GLC3N       20260101001520100000005000 0300000104001321   
0601GLC3N       20260101001525100000005000 0300000104001324   
0601GLC3N       20260101001530100000005000 0300000104001328   
0601GLC3N       20260101001535100000005000 0300000104001332   
0601GLC3N       20260101001540100000005000 0300000104001336   
0601GLC3N       20260101001545100000005000 0300000104001340   
0601GLC3N       20260101001550100000005000 0300000104001343   
0601GLC3N       20260101001555100000005000 0300000104001348   
0601GLC3N       20260101001560100000005000 0300000104001351   
0601GLC3N       20260101001565100000005000 0300000104001354   
0601GLC3N       20260101001570100000005000 0300000104001358   
0601GLC3N       20260101001575100000005000 0300000104001363   
0601GLC3N       20260101001580100000005000 0300000104001366   
0601GLC3N       20260101001585100000005000 0300000104001369   
0601GLC3N       20260101001590100000005000 0300000104001374   
0601GLC3N       20260101001595100000005000 0300000104001377   
0601GLC3N       20260101001600100000005000 0300000104001380   
0601GLC3N       20260101001605100000005000 0300000104001385   
0601GLC3N       20260101001610100000005000 0300000104001389   
0601GLC3N       20260101001615100000005000 0300000104001392   
0601GLC3N       20260101001620100000005000 0300000104001396   
0601GLC3N       20260101001625100000005000 0300000104001401   
0601GLC3N       20260101001630100000005000 0300000104001404   
0601GLC3N       20260101001635100000005000 0300000104001408   
0601GLC3N       20260101001640100000005000 0300000104001412   
0601GLC3N       20260101001645100000005000 0300000104001415   
0601GLC3N       20260101001650100000005000 0300000104001419   
0601GLC3N       20260101001655100000005000 0300000104001423   
0601GLC3N       20260101001660100000005000 0300000104001427   
0601GLC3N       20260101001665100000005000 0300000104001430   
0601GLC3N       20260101001670100000005000 0300000104001434   
0601GLC3N       20260101001675100000005000 0300000104001438   
0601GLC3N       20260101001680100000005000 0300000104001441   
0601GLC3N       20260101001685100000005000 0300000104001444   
0601GLC3N       20260101001690100000005000 0300000104001448   
0601GLC3N       20260101001695100000005000 0300000104001452   
0601GLC3N       20260101001700100000005000 0300000104001455   
0601GLC3N       20260101001705100000005000 0300000104001459   
0601GLC3N       20260101001710100000005000 0300000104001463   
0601GLC3N       20260101001715100000005000 0300000104001466   
0601GLC3N       20260101001720100000005000 0300000104001469   
0601GLC3N       20260101001725100000005000 0300000104001473   
0601GLC3N       20260101001730100000005000 0300000104001476   
0601GLC3N       20260101001735100000005000 0300000104001480   
0601GLC3N       20260101001740100000005000 0300000104001482   
0601GLC3N       20260101001745100000005000 0300000104001487   
0601GLC3N       20260101001750100000005000 0300000104001490   
0601GLC3N       20260101001755100000005000 0300000104001493   
0601GLC3N       20260101001760100000005000 0300000104001497   
0601GLC3N       20260101001765100000005000 0300000104001500   
0601GLC3N       20260101001770100000005000 0300000104001503   
0601GLC3N       20260101001775100000005000 0300000104001507   
0601GLC3N       20260101001780100000005000 0300000104001510   
0601GLC3N       20260101001785100000005000 0300000104001513   
0601GLC3N       20260101001790100000005000 0300000104001516   
0601GLC3N       20260101001795100000005000 0300000104001520   
0601GLC3N       20260101001800100000005000 0300000104001523   
0601GLC3N       20260101001805100000005000 0300000104001526   
0601GLC3N       20260101001810100000005000 0300000104001529   
0601GLC3N       20260101001815100000005000 0300000104001533   
0601GLC3N       20260101001820100000005000 0300000104001535   
0601GLC3N       20260101001825100000005000 0300000104001538   
0601GLC3N       20260101001830100000005000 0300000104001542   
0601GLC3N       20260101001835100000005000 0300000104001545   
0601GLC3N       20260101001840100000005000 0300000104001548   
0601GLC3N       20260101001845100000005000 0300000104001552   
0601GLC3N       20260101001850100000005000 0300000104001555   
0601GLC3N       20260101001855100000005000 0300000104001557   
0601GLC3N       20260101001860100000005000 0300000104001560   
0601GLC3N       20260101001865100000005000 0300000104001564   
0601GLC3N       20260101001870100000005000 0300000104001566   
0601GLC3N       20260101001875100000005000 0300000104001569   
