00VD               20231110                                                                                   
0601VDC8N       20240101001150100000005000 0800000000000778   
0601VDC8N       20240101001155100000005000 0800000000000783   
0601VDC8N       20240101001160100000005000 0800000000000788   
0601VDC8N       20240101001165100000005000 0800000000000792   
0601VDC8N       20240101001170100000005000 0800000000000799   
0601VDC8N       20240101001175100000005000 0800000000000803   
0601VDC8N       20240101001180100000005000 0800000000000807   
0601VDC8N       20240101001185100000005000 0800000000000815   
0601VDC8N       20240101001190100000005000 0800000000000820   
0601VDC8N       20240101001195100000005000 0800000000000827   
0601VDC8N       20240101001200100000005000 0800000000000832   
0601VDC8N       20240101001205100000005000 0800000000000837   
0601VDC8N       20240101001210100000005000 0800000000000844   
0601VDC8N       20240101001215100000005000 0800000000000849   
0601VDC8N       20240101001220100000005000 0800000000000855   
0601VDC8N       20240101001225100000005000 0800000000000861   
0601VDC8N       20240101001230100000005000 0800000000000865   
0601VDC8N       20240101001235100000005000 0800000000000869   
0601VDC8N       20240101001240100000005000 0800000000000873   
0601VDC8N       20240101001245100000005000 0800000000000879   
0601VDC8N       20240101001250100000005000 0800000000000882   
0601VDC8N       20240101001255100000005000 0800000000000886   
0601VDC8N       20240101001260100000005000 0800000000000890   
0601VDC8N       20240101001265100000005000 0800000000000894   
0601VDC8N       20240101001270100000005000 0800000000000899   
0601VDC8N       20240101001275100000005000 0800000000000903   
0601VDC8N       20240101001280100000005000 0800000000000907   
0601VDC8N       20240101001285100000005000 0800000000000909   
0601VDC8N       20240101001290100000005000 0800000000000914   
0601VDC8N       20240101001295100000005000 0800000000000918   
0601VDC8N       20240101001300100000005000 0800000000000921   
0601VDC8N       20240101001305100000005000 0800000000000925   
0601VDC8N       20240101001310100000005000 0800000000000928   
0601VDC8N       20240101001315100000005000 0800000000000933   
0601VDC8N       20240101001320100000005000 0800000000000937   
0601VDC8N       20240101001325100000005000 0800000000000940   
0601VDC8N       20240101001330100000005000 0800000000000944   
0601VDC8N       20240101001335100000005000 0800000000000948   
0601VDC8N       20240101001340100000005000 0800000000000952   
0601VDC8N       20240101001345100000005000 0800000000000956   
0601VDC8N       20240101001350100000005000 0800000000000959   
0601VDC8N       20240101001355100000005000 0800000000000964   
0601VDC8N       20240101001360100000005000 0800000000000967   
0601VDC8N       20240101001365100000005000 0800000000000971   
0601VDC8N       20240101001370100000005000 0800000000000975   
0601VDC8N       20240101001375100000005000 0800000000000980   
0601VDC8N       20240101001380100000005000 0800000000000983   
0601VDC8N       20240101001385100000005000 0800000000000987   
0601VDC8N       20240101001390100000005000 0800000000000991   
0601VDC8N       20240101001395100000005000 0800000000000995   
0601VDC8N       20240101001400100000005000 0800000000000999   
0601VDC8N       20240101001405100000005000 0800000000001003   
0601VDC8N       20240101001410100000005000 0800000000001006   
0601VDC8N       20240101001415100000005000 0800000000001010   
0601VDC8N       20240101001420100000005000 0800000000001014   
0601VDC8N       20240101001425100000005000 0800000000001018   
0601VDC8N       20240101001430100000005000 0800000000001021   
0601VDC8N       20240101001435100000005000 0800000000001025   
0601VDC8N       20240101001440100000005000 0800000000001028   
0601VDC8N       20240101001445100000005000 0800000000001032   
0601VDC8N       20240101001450100000005000 0800000000001036   
0601VDC8N       20240101001455100000005000 0800000000001039   
0601VDC8N       20240101001460100000005000 0800000000001044   
0601VDC8N       20240101001465100000005000 0800000000001046   
0601VDC8N       20240101001470100000005000 0800000000001051   
0601VDC8N       20240101001475100000005000 0800000000001054   
0601VDC8N       20240101001480100000005000 0800000000001058   
0601VDC8N       20240101001485100000005000 0800000000001062   
0601VDC8N       20240101001490100000005000 0800000000001065   
0601VDC8N       20240101001495100000005000 0800000000001071   
0601VDC8N       20240101001500100000005000 0800000000001073   
0601VDC8N       20240101001505100000005000 0800000000001077   
0601VDC8N       20240101001510100000005000 0800000000001080   
0601VDC8N       20240101001515100000005000 0800000000001084   
0601VDC8N       20240101001520100000005000 0800000000001087   
0601VDC8N       20240101001525100000005000 0800000000001092   
0601VDC8N       20240101001530100000005000 0800000000001096   
0601VDC8N       20240101001535100000005000 0800000000001097   
0601VDC8N       20240101001540100000005000 0800000000001103   
0601VDC8N       20240101001545100000005000 0800000000001107   
0601VDC8N       20240101001550100000005000 0800000000001110   
0601VDC8N       20240101001555100000005000 0800000000001114   
0601VDC8N       20240101001560100000005000 0800000000001117   
0601VDC8N       20240101001565100000005000 0800000000001119   
0601VDC8N       20240101001570100000005000 0800000000001124   
0601VDC8N       20240101001575100000005000 0800000000001127   
0601VDC8N       20240101001580100000005000 0800000000001132   
0601VDC8N       20240101001585100000005000 0800000000001134   
0601VDC8N       20240101001590100000005000 0800000000001138   
0601VDC8N       20240101001595100000005000 0800000000001142   
0601VDC8N       20240101001600100000005000 0800000000001146   
0601VDC8N       20240101001605100000005000 0800000000001149   
0601VDC8N       20240101001610100000005000 0800000000001152   
0601VDC8N       20240101001615100000005000 0800000000001157   
0601VDC8N       20240101001620100000005000 0800000000001159   
0601VDC8N       20240101001625100000005000 0800000000001163   
0601VDC8N       20240101001630100000005000 0800000000001166   
0601VDC8N       20240101001635100000005000 0800000000001169   
0601VDC8N       20240101001640100000005000 0800000000001174   
0601VDC8N       20240101001645100000005000 0800000000001177   
0601VDC8N       20240101001650100000005000 0800000000001181   
0601VDC8N       20240101001655100000005000 0800000000001185   
0601VDC8N       20240101001660100000005000 0800000000001187   
0601VDC8N       20240101001665100000005000 0800000000001191   
0601VDC8N       20240101001670100000005000 0800000000001195   
0601VDC8N       20240101001675100000005000 0800000000001199   
0601VDC8N       20240101001680100000005000 0800000000001203   
0601VDC8N       20240101001685100000005000 0800000000001205   
0601VDC8N       20240101001690100000005000 0800000000001209   
0601VDC8N       20240101001695100000005000 0800000000001212   
0601VDC8N       20240101001700100000005000 0800000000001216   
0601VDC8N       20240101001705100000005000 0800000000001219   
0601VDC8N       20240101001710100000005000 0800000000001223   
0601VDC8N       20240101001715100000005000 0800000000001227   
0601VDC8N       20240101001720100000005000 0800000000001231   
0601VDC8N       20240101001725100000005000 0800000000001234   
0601VDC8N       20240101001730100000005000 0800000000001238   
0601VDC8N       20240101001735100000005000 0800000000001242   
0601VDC8N       20240101001740100000005000 0800000000001245   
0601VDC8N       20240101001745100000005000 0800000000001250   
0601VDC8N       20240101001750100000005000 0800000000001254   
0601VDC8N       20240101001755100000005000 0800000000001257   
0601VDC8N       20240101001760100000005000 0800000000001262   
0601VDC8N       20240101001765100000005000 0800000000001265   
0601VDC8N       20240101001770100000005000 0800000000001269   
0601VDC8N       20240101001775100000005000 0800000000001273   
0601VDC8N       20240101001780100000005000 0800000000001278   
0601VDC8N       20240101001785100000005000 0800000000001281   
0601VDC8N       20240101001790100000005000 0800000000001286   
0601VDC8N       20240101001795100000005000 0800000000001289   
0601VDC8N       20240101001800100000005000 0800000000001292   
0601VDC8N       20240101001805100000005000 0800000000001297   
0601VDC8N       20240101001810100000005000 0800000000001301   
0601VDC8N       20240101001815100000005000 0800000000001304   
0601VDC8N       20240101001820100000005000 0800000000001309   
0601VDC8N       20240101001825100000005000 0800000000001313   
0601VDC8N       20240101001830100000005000 0800000000001316   
0601VDC8N       20240101001835100000005000 0800000000001320   
0601VDC8N       20240101001840100000005000 0800000000001324   
0601VDC8N       20240101001845100000005000 0800000000001327   
0601VDC8N       20240101001850100000005000 0800000000001332   
0601VDC8N       20240101001855100000005000 0800000000001335   
0601VDC8N       20240101001860100000005000 0800000000001339   
0601VDC8N       20240101001865100000005000 0800000000001343   
0601VDC8N       20240101001870100000005000 0800000000001346   
0601VDC8N       20240101001875100000005000 0800000000001349   
0601VDC8N       20240101001880100000005000 0800000000001353   
0601VDC8N       20240101001885100000005000 0800000000001357   
0601VDC8N       20240101001890100000005000 0800000000001361   
0601VDC8N       20240101001895100000005000 0800000000001364   
0601VDC8N       20240101001900100000005000 0800000000001367   
0601VDC8N       20240101001905100000005000 0800000000001371   
0601VDC8N       20240101001910100000005000 0800000000001375   
0601VDC8N       20240101001915100000005000 0800000000001379   
0601VDC8N       20240101001920100000005000 0800000000001382   
0601VDC8N       20240101001925100000005000 0800000000001386   
0601VDC8N       20240101001930100000005000 0800000000001389   
0601VDC8N       20240101001935100000005000 0800000000001392   
0601VDC8N       20240101001940100000005000 0800000000001395   
0601VDC8N       20240101001945100000005000 0800000000001400   
0601VDC8N       20240101001950100000005000 0800000000001403   
0601VDC8N       20240101001955100000005000 0800000000001406   
0601VDC8N       20240101001960100000005000 0800000000001409   
0601VDC8N       20240101001965100000005000 0800000000001413   
0601VDC8N       20240101001970100000005000 0800000000001416   
0601VDC8N       20240101001975100000005000 0800000000001419   
0601VDC8N       20240101001980100000005000 0800000000001423   
0601VDC8N       20240101001985100000005000 0800000000001426   
0601VDC8N       20240101001990100000005000 0800000000001430   
0601VDC8N       20240101001995100000005000 0800000000001433   
0601VDC8N       20240101002000100000050000 0800000000001451   
0601VDC8N       20240101002050100000050000 0800000000001486   
0601VDC8N       20240101002100100000050000 0800000000001517   
0601VDC8N       20240101002150100000050000 0800000000001547   
0601VDC8N       20240101002200100000050000 0800000000001577   
0601VDC8N       20240101002250100000050000 0800000000001605   
0601VDC8N       20240101002300100000050000 0800000000001631   
0601VDC8N       20240101002350100000050000 0800000000001657   
